Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min
58297,1632,2,280,274,6,140.0,189.5046174,6,6,6.0,0.0,175245.098,1838.235294,816.0,1013.991124,1533,99,1632,1632.0,0.0,1632,1632,0,0.0,0.0,0,0,40,20,1225.490196,612.745098,6,274,140.0,154.7298721,23941.33333,0,0,1,186.6666667,280,60,0,1,20,0.0,0,0,0.0,0,0
53,30758,1,64,64,64,64.0,0.0,117,117,117.0,0.0,5884.647896,65.02373366,30758.0,0.0,30758,30758,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.51186683,32.51186683,64,117,81.66666667,30.59956427,936.3333333,0,0,0,122.5,64,-1,-1,0,20,0.0,0,0,0.0,0,0
53403,3,2,37,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,0,1,34.0,37,60,-1,1,20,0.0,0,0,0.0,0,0
53,30496,1,44,44,44,44.0,0.0,131,131,131.0,0.0,5738.457503,65.58237146,30496.0,0.0,30496,30496,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.79118573,32.79118573,44,131,73.0,50.22947342,2523.0,0,0,0,109.5,44,-1,-1,0,32,0.0,0,0,0.0,0,0
443,118104965,80,3201,764,0,40.0125,100.4205705073,4178,0,1208.2644628099,922.0175592019,1264.9849225221,1.7018759542,590524.825,5841642.07385721,58979790,0,118104965,1494999.55696203,9257021.88239881,58979790,1,118081637,984013.641666667,7531972.12233093,59002998,0,2568,3880,0.6773635638,1.0245123903,0,4178,739.6089108911,917.1897867916,841237.104994828,0,1,0,743.2885572139,3201,29200,1221,21,32,474369.5,924742,23997,58566499.5,58979790,58153209
443,117847621,14,580,194,0,41.42857143,64.74888094,1418,0,357.5833333,563.5626058,41.33303633,0.220623885,4713904.84,16300000.0,59000000,3,118000000,9065201.615,22100000.0,59000000,99,118000000,10700000.0,23800000.0,59000000,3,456,392,0.118797477,0.101826409,0,1418,180.4074074,403.2457982,162607.1738,0,1,0,187.3461538,580,29200,349,6,32,121140.5,205192,37089,58800000.0,59000000,58600000
80,5594507,3,12,6,0,4.0,3.464101615,0,0,0.0,0.0,2.14496112,0.71498704,1864835.667,3136505.569,5486020,66,5594507,2797253.5,3802490.05,5486020,108487,0,0.0,0.0,0,0,80,32,0.53624028,0.17874676,0,6,2.4,3.286335345,10.8,0,1,0,3.0,12,29200,14600,2,20,0.0,0,0,0.0,0,0
443,617091,11,1722,947,0,156.5454545455,301.062904934,165,0,49.1111111111,64.4038904967,3506.7761480884,32.4101307587,32478.4736842105,105129.004419633,460319,1,617091,61709.1,164529.204884354,528400,1,127955,15994.375,24698.8635709506,68113,46,232,188,17.8255719173,14.5845588414,0,947,103.0476190476,224.4832902892,50392.7476190476,0,1,0,108.2,1722,8192,8192,10,20,0.0,0,0,0.0,0,0
53,25401,2,68,34,34,34.0,0.0,114,114,114.0,0.0,11653.08452,157.4741152,8467.0,14595.12806,25320,33,33,33.0,0.0,33,33,48,48.0,0.0,48,48,64,80,78.7370576,78.7370576,34,114,66.0,43.8178046,1920.0,0,0,0,82.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0
443,5189701,8,368,187,0,46.0,70.73289798,1436,0,732.0,705.4860027,776.1526146,2.504961268,432475.0833,1445121.595,5021005,3,5189701,741385.8571,1887329.532,5021005,3,87752,21938.0,27187.37477,56320,66,172,112,1.541514627,0.963446642,0,1436,287.7142857,523.523481,274076.8352,0,1,0,309.8461538,368,8192,30,7,20,168693.0,168693,168693,5021005.0,5021005,5021005
80,28660,3,387,387,0,129.0,223.4345542,5792,0,1932.5,2179.547086,418073.9707,314.0265178,3582.5,6640.131216,17099,51,11145,5572.5,7609.176072,10953,192,28609,5721.8,7952.868394,17195,85,104,200,104.6755059,209.3510119,0,5792,1198.2,1884.21518,3550266.844,0,1,0,1331.333333,387,29200,235,1,32,0.0,0,0,0.0,0,0
80,100719810,7,359,353,0,51.28571429,133.062284,7240,0,1932.5,2695.639126,118.6856885,0.129070935,8393317.5,29000000.0,101000000,0,101000000,16800000.0,41000000.0,101000000,0,192542,38508.4,79395.51023,180240,82,220,200,0.069499734,0.059571201,0,7240,853.8571429,1934.650152,3742871.209,0,0,1,919.5384615,359,251,235,2,20,997.0,997,997,101000000.0,101000000,101000000
53,164,2,68,34,34,34.0,0.0,66,66,66.0,0.0,1219512.19512195,24390.243902439,54.6666666667,54.720501947,112,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,64,64,12195.1219512195,12195.1219512195,34,66,46.8,17.5271218402,307.2,0,0,0,58.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0
80,63156650,7,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110835518,10500000.0,11900000.0,32100000,997415,63200000,10500000.0,11900000.0,32100000,997415,0,0.0,0.0,0,0,280,0,0.110835518,0.0,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,-1,0,40,7013160.0,7013160,7013160,18700000.0,32100000,8016162
33192,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,34891,-1,1,20,0.0,0,0,0.0,0,0
53,23195,1,47,47,47,47.0,0.0,128,128,128.0,0.0,7544.729468,86.22547963,23195.0,0.0,23195,23195,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,43.11273981,43.11273981,47,128,74.0,46.7653718,2187.0,0,0,0,111.0,47,-1,-1,0,32,0.0,0,0,0.0,0,0
53,70767,1,50,50,50,50.0,0.0,230,230,230.0,0.0,3956.64646,28.26176043,70767.0,0.0,70767,70767,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,32,14.13088021,14.13088021,50,230,110.0,103.9230485,10800.0,0,0,0,165.0,50,-1,-1,0,40,0.0,0,0,0.0,0,0
53,88372,1,79,79,79,79.0,0.0,207,207,207.0,0.0,3236.319196,22.63160277,88372.0,0.0,88372,88372,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,40,11.31580139,11.31580139,79,207,121.6666667,73.90083446,5461.333333,0,0,0,182.5,79,-1,-1,0,40,0.0,0,0,0.0,0,0
443,137610,13,980,469,0,75.3846153846,142.4462111708,1448,0,546.125,663.1611391122,38870.7216045345,152.6051885764,6880.5,11196.6863824691,31639,3,137610,11467.5,12858.2337221932,31639,3,106186,15169.4285714286,21506.9314939559,56720,48,428,264,94.4698786425,58.1353099339,0,1448,243.1363636364,461.9488010648,213396.694805195,0,1,0,254.7142857143,980,65535,1006,6,32,0.0,0,0,0.0,0,0
54830,69,1,0,0,0,0.0,0.0,6,6,6.0,0.0,260869.565217391,57971.0144927536,23.0,36.3868107973,65,1,0,0.0,0.0,0,0,4,2.0,1.4142135624,3,1,32,60,14492.7536231884,43478.2608695652,0,6,3.6,3.286335345,10.8,0,0,1,4.5,0,972,0,0,32,0.0,0,0,0.0,0,0
53,186,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1483870.968,21505.37634,62.0,66.7757441,135,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,80,80,10752.68817,10752.68817,44,94,64.0,27.38612788,750.0,0,0,0,80.0,88,-1,-1,1,40,0.0,0,0,0.0,0,0
53,211293,4,232,58,58,58.0,0.0,154,154,154.0,0.0,4013.3842578789,37.8621156404,30184.7142857143,79692.4071032163,210910,1,211106,70368.6666666667,121877.775809757,211101,1,211101,70367.0,121874.023023776,211095,3,80,80,18.9310578202,18.9310578202,58,154,100.6666666667,50.5964425627,2560.0,0,0,0,113.25,232,-1,-1,3,20,0.0,0,0,0.0,0,0
443,91973059,24,4074,1042,0,169.75,306.714745,1646,0,477.1578947,641.7529174,142.867924,0.467528214,2189834.738,3991994.586,10000000,49,92000000,3998828.652,4736015.926,10100000,270,91900000,5106780.722,4820381.734,10100000,257,492,476,0.26094598,0.206582234,0,1646,298.6363636,498.143908,248147.3531,0,1,0,305.5813953,4074,8192,91,23,20,602409.5556,3551597,50547,9616786.667,10000000,6647394
80,71319,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,163112.2141,98.15056296,11886.5,28818.39935,70710,3,587,293.5,410.8290399,584,3,71309,23769.66667,40652.58787,70710,5,72,92,42.06452698,56.08603598,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0
3030,73,2,4,2,2,2.0,0.0,6,6,6.0,0.0,219178.0822,54794.52055,24.33333333,0.577350269,25,24,49,49.0,0.0,49,49,48,48.0,0.0,48,48,48,40,27397.26027,27397.26027,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0
53,30448,1,49,49,49,49.0,0.0,65,65,65.0,0.0,3744.088282,65.68575933,30448.0,0.0,30448,30448,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,32.84287966,32.84287966,49,65,54.33333333,9.237604307,85.33333333,0,0,0,81.5,49,-1,-1,0,32,0.0,0,0,0.0,0,0
443,215,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13953.48837,107.5,150.6137444,214,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,20,9302.325581,4651.162791,0,0,0.0,0.0,0.0,1,0,0,0.0,0,0,0,0,20,0.0,0,0,0.0,0,0
